Id,Predicted
-9193687728771344321,2.5420565805234217e-06
-9190465597412250947,2.110039901026539e-06
-9188720494569941813,0.0005575013059569755
-9181694933618130417,5.944830775206356e-06
-9181374021833011628,3.7507365163946816e-06
-9179005482984723121,0.03937389529310167
-9173359438202896351,0.0043002429360058155
-9173096570645067699,0.003488671703962609
-9167448628699201489,9.045933599338695e-06
-9162904141615136469,2.811252634273842e-05
-9159204270832828702,1.1493919919303152e-05
-9156400278248399257,0.00023794066969458073
-9143952251470512528,0.06273488448932767
-9127367712513714797,2.4157137761449122e-05
-9125452979070205263,2.300309904512687e-06
-9124167448576731976,8.64215739966312e-06
-9118829906124212347,5.381492792366771e-05
-9106795890415929224,0.9661473572254181
-9102210247130911141,0.8986167728900909
-9097924644225362731,1.653389573448294e-05
-9085303545708959033,0.1530960977077484
-9084405486244992433,8.103127743197547e-06
-9084370674105185216,0.9996749639511109
-9082768760407788074,0.00023530001003564395
-9077183906192752180,6.945457598703798e-05
-9075616197728653171,0.00014193675888236613
-9067851901381701873,4.8445523179907465e-05
-9067639428721297352,0.009795164540992118
-9063713670752956671,4.559743724712462e-05
-9053589539009530421,0.0023087959954864344
-9046715760803898130,4.630192105992137e-06
-9043458279117009587,0.0016967519928584806
-9043009995398659595,0.8731284022331238
-9028441328503489939,0.9998850703239441
-9022785499985300487,0.9986077904701233
-9019683491857434494,0.12478426657617092
-9016228976375264045,0.006027328243362717
-9013039941112988789,0.37091839760541917
-9012749412247165180,3.692840082294424e-05
-8994033678908334216,1.5476995940844063e-05
-8987789600148387610,0.3231215804815292
-8983622642237867724,0.0008210708718252135
-8963309700769908699,0.00018717484954322572
-8963069315887088457,0.0003488671851300751
-8956935124639830598,0.9879916906356812
-8951855959160467800,0.9997075140476227
-8950860578874837113,8.1840517668752e-05
-8948125345975348977,1.9247824093326925e-05
-8947928120276920373,1.6036676953490314e-06
-8945549610870513897,3.365826100889535e-05
-8944565421606188977,0.04371847552247345
-8941413366447868234,8.311686178785748e-06
-8939644292863867665,0.26523633766919374
-8938569665215585121,0.0002013753162827925
-8935597683244791815,4.7225003001472033e-07
-8918417506360375072,0.3195615904405713
-8913712360023979401,1.0902493158937432e-05
-8907972272803294463,0.0001350291381641
-8882439309822263933,0.000584255499416031
-8880127327976785227,8.773575223131047e-06
-8869795945541107611,0.16458673141896724
-8864656987086098986,6.703185829337599e-06
-8863234948079466529,1.3437933262139268e-05
-8853615743642840881,0.001438632167992182
-8853192775444277796,0.08188061914406716
-8846680840162704175,0.0010897105348703917
-8842201114753325154,0.6528747290372848
-8838272385257164996,5.5177386821014805e-05
-8828534653360402116,0.0040670670743566005
-8814968324471217865,0.00029028012231719914
-8814543220756923945,0.002864128470537253
-8800558015738362033,0.020044077513739468
-8797060766819760095,2.220283413123525e-06
-8794553614774073592,2.1590276286787002e-06
-8793430842889044610,1.4218201249605044e-05
-8786532201108726489,1.2210215231789335e-06
-8766011274275296712,0.015252994059119373
-8757915833185083219,0.100854372093454
-8752408299244732160,8.681580196707727e-05
-8751560077854020714,8.784636079894881e-07
-8750912885163480242,0.004799667032784782
-8741197472997933580,7.519597900795816e-07
-8735575572419843797,1.0323731009975745e-05
-8735259073881553348,0.47390458956360815
-8713283109605895399,0.6520780742168426
-8705730318000402027,6.715244853694458e-05
-8695509931950273854,8.788335085228028e-05
-8687224294980752035,0.00286471521758358
-8678798227340013141,4.691236065923477e-06
-8677784902061652163,0.0005070895698736422
-8677508523131827096,0.7614114448428154
-8674795656744241707,0.0006574874002581055
-8670217392605021257,0.0309662462444976
-8666044732607268792,0.001018923774245195
-8659762842323890849,0.0011033916536689504
-8659278014301295789,2.4821673932251544e-06
-8655534991869394578,6.42037333875578e-07
-8634414549639932520,4.5155052035283917e-07
-8625182145152521731,0.40506285298615696
-8623728656400627680,0.0006752099616278429
-8619128557398064300,0.010299484511779155
-8618148774132000056,0.00042593758807925043
-8615506879583522929,6.849385695204547e-05
-8606143215942723937,2.3193774154606217e-05
-8595727790477817163,0.007210159301757812
-8591095419438037163,0.37015417739748957
-8578880588126309798,4.5813286078555395e-06
-8578212824338850824,1.1013553307748226e-05
-8577792393317536620,0.19940875023603438
-8574452377700246449,3.676366341096582e-05
-8561423327816960832,0.9983237862586976
-8559582679434714635,1.8843173393179313e-05
-8551671201020691182,0.4001179598271847
-8550411181195785938,6.843003345693432e-05
